created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2024-04-22T16:41:57+00:00,967,,1,,1,,,,
2024-04-22T16:42:19+00:00,968,,1,,1,,,,
2024-04-22T16:42:41+00:00,969,,1,,1,,,,
2024-04-22T16:43:03+00:00,970,,1,,1,,,,
2024-04-22T16:43:25+00:00,971,,1,,1,,,,
2024-04-22T16:43:48+00:00,972,,1,,1,,,,
2024-04-22T16:44:10+00:00,973,,1,,1,,,,
2024-04-22T16:44:32+00:00,974,,1,,1,,,,
2024-04-22T16:44:58+00:00,975,,1,,1,,,,
2024-04-22T16:45:23+00:00,976,,1,,1,,,,
2024-04-22T16:45:45+00:00,977,,1,,1,,,,
2024-04-22T16:46:08+00:00,978,,1,,1,,,,
2024-04-22T16:46:30+00:00,979,,1,,1,,,,
2024-04-22T16:46:52+00:00,980,,1,,1,,,,
2024-04-22T16:47:14+00:00,981,,1,,1,,,,
2024-04-22T16:47:36+00:00,982,,1,,1,,,,
2024-04-22T16:47:59+00:00,983,,1,,1,,,,
2024-04-22T16:48:21+00:00,984,,1,,1,,,,
2024-04-22T16:48:43+00:00,985,,1,,1,,,,
2024-04-22T16:49:05+00:00,986,,1,,1,,,,
2024-04-22T16:49:27+00:00,987,,1,,1,,,,
2024-04-22T16:49:50+00:00,988,,1,,1,,,,
2024-04-22T16:50:12+00:00,989,,1,,1,,,,
2024-04-22T16:50:34+00:00,990,,1,,1,,,,
2024-04-22T16:50:56+00:00,991,,1,,1,,,,
2024-04-22T16:51:18+00:00,992,,1,,1,,,,
2024-04-22T16:51:40+00:00,993,,1,,1,,,,
2024-04-22T16:52:03+00:00,994,,1,,1,,,,
2024-04-22T16:52:25+00:00,995,,1,,1,,,,
2024-04-22T16:52:47+00:00,996,,1,,1,,,,
2024-04-22T16:53:09+00:00,997,,1,,1,,,,
2024-04-22T16:53:31+00:00,998,,1,,1,,,,
2024-04-22T16:53:54+00:00,999,,1,,1,,,,
2024-04-22T16:54:16+00:00,1000,,1,,1,,,,
2024-04-22T16:54:38+00:00,1001,,1,,1,,,,
2024-04-22T16:55:00+00:00,1002,,1,,1,,,,
2024-04-22T16:55:22+00:00,1003,,1,,1,,,,
2024-04-22T16:55:44+00:00,1004,,1,,1,,,,
2024-04-22T16:56:07+00:00,1005,,1,,1,,,,
2024-04-22T16:56:29+00:00,1006,,1,,1,,,,
2024-04-22T16:56:51+00:00,1007,,1,,1,,,,
2024-04-22T16:57:13+00:00,1008,,1,,1,,,,
2024-04-22T16:57:35+00:00,1009,,1,,1,,,,
2024-04-22T16:57:58+00:00,1010,,1,,1,,,,
2024-04-22T16:58:20+00:00,1011,,1,,1,,,,
2024-04-22T16:58:42+00:00,1012,,1,,1,,,,
2024-04-22T16:59:04+00:00,1013,,1,,1,,,,
2024-04-22T16:59:26+00:00,1014,,1,,1,,,,
2024-04-22T16:59:48+00:00,1015,,1,,1,,,,
2024-04-22T17:00:10+00:00,1016,,1,,1,,,,
2024-04-22T17:00:32+00:00,1017,,1,,1,,,,
2024-04-22T17:00:55+00:00,1018,,1,,1,,,,
2024-04-22T17:01:17+00:00,1019,,1,,1,,,,
2024-04-22T17:01:39+00:00,1020,,1,,1,,,,
2024-04-22T17:02:02+00:00,1021,,1,,1,,,,
2024-04-22T17:02:24+00:00,1022,,1,,1,,,,
2024-04-22T17:02:46+00:00,1023,,1,,1,,,,
2024-04-22T17:03:08+00:00,1024,,1,,1,,,,
2024-04-22T17:03:30+00:00,1025,,1,,1,,,,
2024-04-22T17:03:52+00:00,1026,,1,,1,,,,
2024-04-22T17:04:14+00:00,1027,,1,,1,,,,
2024-04-22T17:04:37+00:00,1028,,1,,1,,,,
2024-04-22T17:04:59+00:00,1029,,1,,1,,,,
2024-04-22T17:05:21+00:00,1030,,1,,1,,,,
2024-04-22T17:05:43+00:00,1031,,1,,1,,,,
2024-04-22T17:06:05+00:00,1032,,1,,1,,,,
2024-04-22T17:06:27+00:00,1033,,1,,1,,,,
2024-04-22T17:06:49+00:00,1034,,1,,1,,,,
2024-04-22T17:07:11+00:00,1035,,1,,1,,,,
2024-04-22T17:07:34+00:00,1036,,1,,1,,,,
2024-04-22T17:07:56+00:00,1037,,1,,1,,,,
2024-04-22T17:08:18+00:00,1038,,1,,1,,,,
2024-04-22T17:08:41+00:00,1039,,1,,1,,,,
2024-04-22T17:09:03+00:00,1040,,1,,1,,,,
2024-04-22T17:09:25+00:00,1041,,1,,1,,,,
2024-04-22T17:09:47+00:00,1042,,1,,1,,,,
2024-04-22T17:10:09+00:00,1043,,1,,1,,,,
2024-04-22T17:10:31+00:00,1044,,1,,1,,,,
2024-04-22T17:10:53+00:00,1045,,1,,1,,,,
2024-04-22T17:11:16+00:00,1046,,1,,1,,,,
2024-04-22T17:11:38+00:00,1047,,1,,1,,,,
2024-04-22T17:12:00+00:00,1048,,1,,1,,,,
2024-04-22T17:12:22+00:00,1049,,1,,1,,,,
2024-04-22T17:12:44+00:00,1050,,1,,1,,,,
2024-04-22T17:13:06+00:00,1051,,1,,1,,,,
2024-04-22T17:13:28+00:00,1052,,1,,1,,,,
2024-04-22T17:13:51+00:00,1053,,1,,1,,,,
2024-04-22T17:14:13+00:00,1054,,1,,1,,,,
2024-04-22T17:14:35+00:00,1055,,1,,1,,,,
2024-04-22T17:14:57+00:00,1056,,1,,1,,,,
2024-04-22T17:15:19+00:00,1057,,1,,1,,,,
2024-04-22T17:15:41+00:00,1058,,1,,1,,,,
2024-04-22T17:16:03+00:00,1059,,1,,1,,,,
2024-04-22T17:16:26+00:00,1060,,1,,1,,,,
2024-04-22T17:16:48+00:00,1061,,1,,1,,,,
2024-04-22T17:17:10+00:00,1062,,1,,1,,,,
2024-04-22T17:17:32+00:00,1063,,1,,1,,,,
2024-04-22T17:17:54+00:00,1064,,1,,1,,,,
2024-04-22T17:18:16+00:00,1065,,1,,1,,,,
2024-04-22T17:18:38+00:00,1066,,1,,1,,,,
2024-04-22T17:19:00+00:00,1067,,1,,1,,,,
2024-04-22T17:19:22+00:00,1068,,1,,1,,,,
2024-04-22T17:19:44+00:00,1069,,1,,1,,,,
2024-04-22T17:20:06+00:00,1070,,1,,1,,,,
2024-04-22T17:20:28+00:00,1071,,1,,1,,,,
2024-04-22T17:20:50+00:00,1072,,1,,1,,,,
2024-04-22T17:21:12+00:00,1073,,1,,1,,,,
2024-04-22T17:21:34+00:00,1074,,1,,1,,,,
2024-04-22T17:21:57+00:00,1075,,1,,1,,,,
2024-04-22T17:22:19+00:00,1076,,1,,1,,,,
2024-04-22T17:22:42+00:00,1077,,1,,1,,,,
2024-04-22T17:23:04+00:00,1078,,1,,1,,,,
2024-04-22T17:23:26+00:00,1079,,1,,1,,,,
2024-04-22T17:23:48+00:00,1080,,1,,1,,,,
2024-04-22T17:24:10+00:00,1081,,1,,1,,,,
2024-04-22T17:24:32+00:00,1082,,1,,1,,,,
2024-04-22T17:24:54+00:00,1083,,1,,1,,,,
2024-04-22T17:25:16+00:00,1084,,1,,1,,,,
2024-04-22T17:25:39+00:00,1085,,1,,1,,,,
2024-04-22T17:26:01+00:00,1086,,1,,1,,,,
2024-04-22T17:26:23+00:00,1087,,1,,1,,,,
2024-04-22T17:26:45+00:00,1088,,1,,1,,,,
2024-04-22T17:27:07+00:00,1089,,1,,1,,,,
2024-04-22T17:27:29+00:00,1090,,1,,1,,,,
2024-04-22T17:27:51+00:00,1091,,1,,1,,,,
2024-04-22T17:28:13+00:00,1092,,1,,1,,,,
2024-04-22T17:28:35+00:00,1093,,1,,1,,,,
2024-04-22T17:28:57+00:00,1094,,1,,1,,,,
2024-04-22T17:29:20+00:00,1095,,1,,1,,,,
2024-04-22T17:29:42+00:00,1096,,1,,1,,,,
2024-04-22T17:30:04+00:00,1097,,1,,1,,,,
2024-04-22T17:30:26+00:00,1098,,1,,1,,,,
2024-04-22T17:30:48+00:00,1099,,1,,1,,,,
2024-04-22T17:31:10+00:00,1100,,1,,1,,,,
2024-04-22T17:31:33+00:00,1101,,1,,1,,,,
2024-04-22T17:31:55+00:00,1102,,1,,1,,,,
2024-04-22T17:32:17+00:00,1103,,1,,1,,,,
2024-04-22T17:32:39+00:00,1104,,1,,1,,,,
2024-04-22T17:33:01+00:00,1105,,1,,1,,,,
2024-04-22T17:33:24+00:00,1106,,1,,1,,,,
2024-04-22T17:33:46+00:00,1107,,1,,1,,,,
2024-04-22T17:34:08+00:00,1108,,1,,1,,,,
2024-04-22T17:34:30+00:00,1109,,1,,1,,,,
2024-04-22T17:34:52+00:00,1110,,1,,1,,,,
2024-04-22T17:35:14+00:00,1111,,1,,1,,,,
2024-04-22T17:35:36+00:00,1112,,1,,1,,,,
2024-04-22T17:35:59+00:00,1113,,1,,1,,,,
2024-04-22T17:36:21+00:00,1114,,1,,1,,,,
2024-04-22T17:36:43+00:00,1115,,1,,1,,,,
2024-04-22T17:37:05+00:00,1116,,1,,1,,,,
2024-04-22T17:37:27+00:00,1117,,1,,1,,,,
2024-04-22T17:37:49+00:00,1118,,1,,1,,,,
2024-04-22T17:38:12+00:00,1119,,1,,1,,,,
2024-04-22T17:38:34+00:00,1120,,1,,1,,,,
2024-04-22T17:38:56+00:00,1121,,1,,1,,,,
2024-04-22T17:39:18+00:00,1122,,1,,1,,,,
2024-04-22T17:39:40+00:00,1123,,1,,1,,,,
2024-04-22T17:40:02+00:00,1124,,1,,1,,,,
2024-04-22T17:40:24+00:00,1125,,1,,1,,,,
2024-04-22T17:40:46+00:00,1126,,1,,1,,,,
2024-04-22T17:41:08+00:00,1127,,1,,1,,,,
2024-04-22T17:41:31+00:00,1128,,1,,1,,,,
2024-04-22T17:41:53+00:00,1129,,1,,1,,,,
2024-04-22T17:42:15+00:00,1130,,1,,1,,,,
2024-04-22T17:42:37+00:00,1131,,1,,1,,,,
2024-04-22T17:42:59+00:00,1132,,1,,1,,,,
2024-04-22T17:43:21+00:00,1133,,1,,1,,,,
2024-04-22T17:43:43+00:00,1134,,1,,1,,,,
2024-04-22T17:44:05+00:00,1135,,1,,1,,,,
2024-04-22T17:44:27+00:00,1136,,0,,1,,,,
2024-04-22T17:44:49+00:00,1137,,0,,0,,,,
2024-04-22T17:45:12+00:00,1138,,0,,0,,,,
2024-04-22T17:45:34+00:00,1139,,0,,0,,,,
2024-04-22T17:45:56+00:00,1140,,0,,0,,,,
2024-04-22T17:46:18+00:00,1141,,0,,0,,,,
2024-04-22T17:46:40+00:00,1142,,1,,0,,,,
2024-04-22T17:47:02+00:00,1143,,1,,0,,,,
2024-04-22T17:47:24+00:00,1144,,1,,0,,,,
2024-04-22T17:47:46+00:00,1145,,1,,0,,,,
2024-04-22T17:48:09+00:00,1146,,1,,0,,,,
2024-04-22T17:48:31+00:00,1147,,1,,0,,,,
2024-04-22T17:48:53+00:00,1148,,1,,0,,,,
2024-04-22T17:49:15+00:00,1149,,1,,0,,,,
2024-04-22T17:49:37+00:00,1150,,1,,0,,,,
2024-04-22T17:50:00+00:00,1151,,1,,1,,,,
2024-04-22T17:50:23+00:00,1152,,1,,1,,,,
2024-04-22T17:50:45+00:00,1153,,1,,1,,,,
2024-04-22T17:51:07+00:00,1154,,1,,1,,,,
2024-04-22T17:51:29+00:00,1155,,1,,1,,,,
2024-04-22T17:51:51+00:00,1156,,1,,1,,,,
2024-04-22T17:52:13+00:00,1157,,1,,1,,,,
2024-04-22T17:52:35+00:00,1158,,1,,1,,,,
2024-04-22T17:52:57+00:00,1159,,1,,1,,,,
2024-04-22T17:53:19+00:00,1160,,1,,1,,,,
2024-04-22T17:53:44+00:00,1161,,1,,0,,,,
2024-04-22T17:54:06+00:00,1162,,1,,0,,,,
2024-04-22T17:54:28+00:00,1163,,1,,1,,,,
2024-04-22T17:54:50+00:00,1164,,0,,1,,,,
2024-04-22T17:55:12+00:00,1165,,0,,0,,,,
2024-04-22T17:55:34+00:00,1166,,0,,0,,,,
2024-04-22T17:55:56+00:00,1167,,1,,0,,,,
2024-04-22T17:56:19+00:00,1168,,1,,0,,,,
2024-04-22T17:56:40+00:00,1169,,1,,0,,,,
2024-04-22T17:57:02+00:00,1170,,1,,1,,,,
2024-04-22T17:57:25+00:00,1171,,0,,1,,,,
2024-04-22T17:57:47+00:00,1172,,0,,0,,,,
2024-04-22T17:58:09+00:00,1173,,0,,1,,,,
2024-04-22T17:58:31+00:00,1174,,0,,1,,,,
2024-04-22T17:58:53+00:00,1175,,0,,1,,,,
2024-04-22T17:59:15+00:00,1176,,0,,0,,,,
2024-04-22T17:59:37+00:00,1177,,0,,0,,,,
2024-04-22T17:59:59+00:00,1178,,0,,1,,,,
2024-04-22T18:00:21+00:00,1179,,0,,1,,,,
2024-04-22T18:00:43+00:00,1180,,0,,0,,,,
2024-04-22T18:01:05+00:00,1181,,0,,0,,,,
2024-04-22T18:01:28+00:00,1182,,0,,0,,,,
2024-04-22T18:01:50+00:00,1183,,1,,0,,,,
2024-04-22T18:02:12+00:00,1184,,1,,0,,,,
2024-04-22T18:02:34+00:00,1185,,1,,0,,,,
2024-04-22T18:02:56+00:00,1186,,1,,0,,,,
2024-04-22T18:03:18+00:00,1187,,1,,0,,,,
2024-04-22T18:03:40+00:00,1188,,1,,0,,,,
2024-04-22T18:04:03+00:00,1189,,1,,0,,,,
2024-04-22T18:04:24+00:00,1190,,1,,0,,,,
2024-04-22T18:04:46+00:00,1191,,1,,0,,,,
2024-04-22T18:05:08+00:00,1192,,1,,0,,,,
2024-04-22T18:05:41+00:00,1193,,0,,1,,,,
2024-04-22T18:06:03+00:00,1194,,1,,1,,,,
2024-04-22T18:06:25+00:00,1195,,1,,1,,,,
2024-04-22T18:06:47+00:00,1196,,1,,1,,,,
2024-04-22T18:07:10+00:00,1197,,1,,1,,,,
2024-04-22T18:07:32+00:00,1198,,1,,1,,,,
2024-04-22T18:07:54+00:00,1199,,1,,1,,,,
2024-04-22T18:08:16+00:00,1200,,1,,1,,,,
2024-04-22T18:08:38+00:00,1201,,1,,1,,,,
2024-04-22T18:09:00+00:00,1202,,1,,1,,,,
2024-04-22T18:09:45+00:00,1203,,0,,1,,,,
2024-04-22T18:10:07+00:00,1204,,1,,1,,,,
2024-04-22T18:10:30+00:00,1205,,1,,1,,,,
2024-04-22T18:10:52+00:00,1206,,1,,1,,,,
2024-04-22T18:11:14+00:00,1207,,1,,1,,,,
2024-04-22T18:11:36+00:00,1208,,1,,1,,,,
2024-04-22T18:11:58+00:00,1209,,1,,1,,,,
2024-04-22T18:12:20+00:00,1210,,1,,1,,,,
2024-04-22T18:12:42+00:00,1211,,1,,1,,,,
2024-04-22T18:13:04+00:00,1212,,1,,1,,,,
2024-04-22T18:13:26+00:00,1213,,1,,0,,,,
2024-04-22T18:13:48+00:00,1214,,1,,0,,,,
2024-04-22T18:14:10+00:00,1215,,1,,0,,,,
2024-04-22T18:14:33+00:00,1216,,1,,0,,,,
2024-04-22T18:15:16+00:00,1217,,0,,0,,,,
2024-04-22T18:15:39+00:00,1218,,1,,0,,,,
2024-04-22T18:16:01+00:00,1219,,1,,0,,,,
2024-04-22T18:16:23+00:00,1220,,1,,0,,,,
2024-04-22T18:16:45+00:00,1221,,1,,0,,,,
2024-04-22T18:17:07+00:00,1222,,1,,0,,,,
2024-04-22T18:17:29+00:00,1223,,1,,0,,,,
2024-04-22T18:17:52+00:00,1224,,1,,0,,,,
2024-04-22T18:18:14+00:00,1225,,1,,0,,,,
2024-04-22T18:18:36+00:00,1226,,1,,0,,,,
2024-04-22T18:18:58+00:00,1227,,1,,0,,,,
2024-04-22T18:19:20+00:00,1228,,1,,0,,,,
2024-04-22T18:19:42+00:00,1229,,1,,0,,,,
2024-04-22T18:20:05+00:00,1230,,1,,0,,,,
2024-04-22T18:20:27+00:00,1231,,1,,0,,,,
2024-04-22T18:20:49+00:00,1232,,1,,0,,,,
2024-04-22T18:21:11+00:00,1233,,1,,0,,,,
2024-04-22T18:21:33+00:00,1234,,1,,0,,,,
2024-04-22T18:21:56+00:00,1235,,1,,0,,,,
2024-04-22T18:22:18+00:00,1236,,0,,0,,,,
2024-04-22T18:22:40+00:00,1237,,0,,0,,,,
2024-04-22T18:23:02+00:00,1238,,0,,0,,,,
2024-04-22T18:23:24+00:00,1239,,0,,0,,,,
2024-04-22T18:23:46+00:00,1240,,0,,0,,,,
2024-04-22T18:24:09+00:00,1241,,0,,0,,,,
2024-04-22T18:24:31+00:00,1242,,0,,0,,,,
2024-04-22T18:24:53+00:00,1243,,0,,0,,,,
2024-04-22T18:25:15+00:00,1244,,0,,0,,,,
2024-04-22T18:25:38+00:00,1245,,0,,0,,,,
2024-04-22T18:26:00+00:00,1246,,0,,0,,,,
2024-04-22T18:26:22+00:00,1247,,0,,0,,,,
2024-04-22T18:26:44+00:00,1248,,1,,0,,,,
2024-04-22T18:27:06+00:00,1249,,1,,0,,,,
2024-04-22T18:27:28+00:00,1250,,1,,0,,,,
2024-04-22T18:27:51+00:00,1251,,1,,0,,,,
2024-04-22T18:28:13+00:00,1252,,1,,0,,,,
2024-04-22T18:28:35+00:00,1253,,1,,0,,,,
2024-04-22T18:28:57+00:00,1254,,1,,0,,,,
2024-04-22T18:29:19+00:00,1255,,1,,0,,,,
2024-04-22T18:29:42+00:00,1256,,1,,0,,,,
2024-04-22T18:30:04+00:00,1257,,1,,0,,,,
2024-04-22T18:30:26+00:00,1258,,1,,0,,,,
2024-04-22T18:30:48+00:00,1259,,1,,0,,,,
2024-04-22T18:31:10+00:00,1260,,1,,0,,,,
2024-04-22T18:31:32+00:00,1261,,1,,0,,,,
2024-04-22T18:31:55+00:00,1262,,1,,0,,,,
2024-04-22T18:32:17+00:00,1263,,1,,0,,,,
2024-04-22T18:32:39+00:00,1264,,1,,0,,,,
2024-04-22T18:33:01+00:00,1265,,1,,0,,,,
2024-04-22T18:33:23+00:00,1266,,1,,0,,,,
2024-04-22T18:33:45+00:00,1267,,1,,0,,,,
2024-04-22T18:34:07+00:00,1268,,1,,0,,,,
2024-04-22T18:34:30+00:00,1269,,1,,0,,,,
2024-04-22T18:34:52+00:00,1270,,1,,0,,,,
2024-04-22T18:35:14+00:00,1271,,1,,0,,,,
2024-04-22T18:35:36+00:00,1272,,1,,0,,,,
2024-04-22T18:35:58+00:00,1273,,1,,0,,,,
2024-04-22T18:36:20+00:00,1274,,1,,0,,,,
2024-04-22T18:36:42+00:00,1275,,0,,0,,,,
2024-04-22T18:37:05+00:00,1276,,0,,0,,,,
2024-04-22T18:37:27+00:00,1277,,0,,0,,,,
2024-04-22T18:37:49+00:00,1278,,0,,0,,,,
2024-04-22T18:38:11+00:00,1279,,0,,0,,,,
2024-04-22T18:38:34+00:00,1280,,0,,0,,,,
2024-04-22T18:38:56+00:00,1281,,0,,0,,,,
2024-04-22T18:39:18+00:00,1282,,0,,0,,,,
2024-04-22T18:39:40+00:00,1283,,0,,0,,,,
2024-04-22T18:40:02+00:00,1284,,0,,0,,,,
2024-04-22T18:40:25+00:00,1285,,0,,0,,,,
2024-04-22T18:40:47+00:00,1286,,0,,0,,,,
2024-04-22T18:41:09+00:00,1287,,0,,0,,,,
2024-04-22T18:41:31+00:00,1288,,1,,0,,,,
2024-04-22T18:41:53+00:00,1289,,1,,0,,,,
2024-04-22T18:42:15+00:00,1290,,1,,0,,,,
2024-04-22T18:42:38+00:00,1291,,1,,0,,,,
2024-04-22T18:43:00+00:00,1292,,1,,0,,,,
2024-04-22T18:43:22+00:00,1293,,1,,0,,,,
2024-04-22T18:43:44+00:00,1294,,1,,0,,,,
